#name ra dec peak peak_sigma pol_flux_density pol_flux_density_sigma pol_angle pol_angle_sigma
AT20GJ050744-350728 76.935 -35.125 83 3 <6 - <7.6 -
AT20GJ050747-515607 76.948 -51.935 85 4 <7 - <8.1 -
AT20GJ050754-610442 76.978 -61.079 458 22 10 2 2.1 -45
AT20GJ050756-384238 76.985 -38.711 111 5 <6 - <5.4 -
AT20GJ050758-585030 76.995 -58.842 99 5 <7 - <7.0 -
AT20GJ050813-094303 77.056 -9.718 47 3 <6 - <13.3 -
AT20GJ050817-184149 77.074 -18.697 91 6 <6 - <6.6 -
AT20GJ050819-193556 77.079 -19.599 77 5 <7 - <9.0 -
AT20GJ050820-643319 77.085 -64.555 56 3 <8 - <14.9 -
AT20GJ050838-330853 77.159 -33.148 89 4 <6 - <6.7 -
AT20GJ050842-350925 77.179 -35.157 126 7 <9 - <7.4 -
AT20GJ050950-685305 77.461 -68.885 168 4 <6 - <8.3 -
AT20GJ051011-841928 77.549 -84.325 135 7 <12 - <8.6 -
AT20GJ051018-571941 77.577 -57.328 182 9 22 3 12.3 11
AT20GJ051033-095810 77.640 -9.970 124 6 <6 - <4.8 -
AT20GJ051039-474838 77.666 -47.811 111 4 <6 - <5.4 -
AT20GJ051041-250221 77.675 -25.039 68 5 <6 - <8.9 -
AT20GJ051046-314253 77.693 -31.715 421 19 <6 - <1.4 -
AT20GJ051053-353317 77.722 -35.555 66 3 <10 - <14.6 -
AT20GJ051056-260826 77.734 -26.141 70 5 <6 - <8.6 -
AT20GJ051103-255450 77.766 -25.914 123 8 <6 - <4.9 -
AT20GJ051129-680618 77.873 -68.105 121 6 <6 - <5.0 -
AT20GJ051136-034616 77.903 -3.771 109 5 <6 - <6.2 -
AT20GJ051138-102710 77.909 -10.453 41 2 <6 - <14.7 -
AT20GJ051138-640222 77.912 -64.040 95 5 <7 - <7.0 -
AT20GJ051158-733245 77.992 -73.546 75 9 <11 - <15.2 -
AT20GJ051222-673220 78.094 -67.539 46 3 <6 - <13.6 -
AT20GJ051239-084033 78.166 -8.676 75 4 <7 - <8.8 -
AT20GJ051242-314240 78.176 -31.711 138 6 8 2 5.9 53
AT20GJ051247-035837 78.200 -3.977 59 2 <6 - <11.3 -
AT20GJ051317-692222 78.324 -69.373 78 4 <9 - <11.9 -
AT20GJ051321-212821 78.338 -21.473 77 5 <6 - <7.8 -
AT20GJ051342-201612 78.429 -20.270 162 11 <6 - <3.7 -
AT20GJ051349-215917 78.455 -21.988 942 62 59 2 6.2 -43
AT20GJ051355-505541 78.483 -50.928 46 2 <6 - <13.1 -
AT20GJ051402-403537 78.512 -40.594 135 6 <6 - <4.7 -
AT20GJ051417-202920 78.572 -20.489 366 24 12 1 3.4 -3
AT20GJ051429-073313 78.621 -7.554 228 12 <7 - <3.2 -
AT20GJ051443-455435 78.683 -45.910 338 16 7 2 2.1 -47
AT20GJ051449-091541 78.707 -9.261 66 4 <6 - <9.1 -
AT20GJ051452-424712 78.720 -42.787 77 4 <7 - <9.0 -
AT20GJ051453-301640 78.721 -30.278 49 3 <8 - <17.1 -
AT20GJ051500-630343 78.750 -63.062 53 3 <10 - <18.0 -
AT20GJ051511-493305 78.799 -49.551 60 3 <6 - <10.0 -
AT20GJ051521-133815 78.840 -13.637 116 5 <6 - <5.2 -
AT20GJ051535-565714 78.896 -56.954 113 6 <7 - <6.1 -
AT20GJ051537-672128 78.906 -67.358 176 9 <6 - <3.4 -
AT20GJ051545-455643 78.938 -45.945 1543 77 68 3 4.4 15
AT20GJ051546-292619 78.942 -29.439 84 5 <7 - <8.2 -
AT20GJ051601-050244 79.005 -5.046 88 4 <6 - <7.2 -
AT20GJ051615-160308 79.066 -16.052 258 17 11 2 4.4 -6
AT20GJ051634-370331 79.145 -37.059 73 3 <6 - <8.2 -
AT20GJ051637-723707 79.158 -72.619 494 25 12 3 2.4 -73
AT20GJ051641-714905 79.173 -71.818 97 5 <9 - <9.6 -
AT20GJ051644-620706 79.187 -62.118 793 37 29 2 3.6 -27
AT20GJ051724-175624 79.350 -17.940 110 7 <6 - <5.4 -
AT20GJ051728-052040 79.367 -5.345 380 19 15 2 3.9 -42
AT20GJ051757-625020 79.490 -62.839 150 7 <6 - <4.0 -
AT20GJ051803-340229 79.514 -34.041 107 5 <6 - <5.6 -
AT20GJ051806-245502 79.525 -24.917 96 6 <6 - <6.2 -
AT20GJ051811-514404 79.549 -51.734 57 3 <7 - <13.2 -
AT20GJ051821-445421 79.588 -44.906 109 5 <7 - <6.1 -
AT20GJ051832-693520 79.635 -69.589 158 8 <6 - <3.8 -
AT20GJ051845-093156 79.691 -9.532 76 4 <7 - <9.1 -
AT20GJ051902-125119 79.762 -12.855 65 3 <7 - <11.2 -
AT20GJ051906-355506 79.776 -35.919 83 4 <7 - <9.0 -
AT20GJ051926-454554 79.860 -45.765 1464 55 423 5 38.0 -64
AT20GJ051949-454643 79.957 -45.779 6320 110 - - - -
AT20GJ052006-454745 80.027 -45.796 426 10 17 2 8.6 46
AT20GJ052009-024013 80.039 -2.670 60 3 <6 - <10.5 -
AT20GJ052045-550824 80.188 -55.140 78 4 <9 - <11.9 -
AT20GJ052123-173730 80.348 -17.625 259 17 <6 - <2.3 -
AT20GJ052126-372446 80.359 -37.413 87 4 <6 - <6.9 -
AT20GJ052155-080755 80.483 -8.132 62 3 <6 - <9.7 -
AT20GJ052200-285608 80.503 -28.936 43 3 <10 - <22.2 -
AT20GJ052212-675832 80.553 -67.976 93 4 <6 - <7.3 -
AT20GJ052215-560711 80.566 -56.120 61 3 <6 - <9.8 -
AT20GJ052219-120909 80.583 -12.153 137 7 <6 - <4.4 -
AT20GJ052223-072513 80.597 -7.420 91 4 <6 - <6.6 -
AT20GJ052234-610757 80.643 -61.133 573 28 17 2 2.9 46
AT20GJ052244-162752 80.686 -16.465 113 7 <6 - <5.3 -
AT20GJ052246-135833 80.695 -13.976 109 5 <6 - <5.5 -
AT20GJ052254-402031 80.725 -40.342 349 17 <6 - <1.7 -
AT20GJ052257-362730 80.741 -36.458 3909 156 37 3 1.1 50
AT20GJ052300-295516 80.751 -29.921 79 4 <7 - <8.7 -
AT20GJ052318-530837 80.825 -53.144 47 2 <6 - <12.8 -
AT20GJ052318-261410 80.827 -26.236 244 16 7 1 3.0 52
AT20GJ052330-055139 80.878 -5.861 79 4 <6 - <7.6 -
AT20GJ052335-513830 80.897 -51.642 49 3 <6 - <12.1 -
AT20GJ052350-441238 80.959 -44.211 126 6 <6 - <4.8 -
AT20GJ052440-565851 81.168 -56.981 339 16 16 2 4.6 36
AT20GJ052440-362647 81.171 -36.447 79 4 <9 - <11.0 -
AT20GJ052454-281842 81.228 -28.312 163 11 <6 - <3.7 -
AT20GJ052506-233811 81.277 -23.636 786 51 <8 - <1.0 -
AT20GJ052528-201048 81.367 -20.180 93 6 <6 - <6.4 -
AT20GJ052531-455754 81.381 -45.965 483 24 <6 - <1.2 -
AT20GJ052554-005140 81.477 -0.861 100 5 <6 - <6.0 -
AT20GJ052558-572507 81.494 -57.419 168 9 <7 - <4.1 -
AT20GJ052616-483036 81.569 -48.510 289 14 <6 - <2.1 -
AT20GJ052635-674909 81.646 -67.819 151 7 <6 - <4.0 -
AT20GJ052648-234255 81.701 -23.715 144 9 <6 - <4.2 -
AT20GJ052653-823103 81.722 -82.518 56 6 <13 - <22.5 -
AT20GJ052718-230736 81.827 -23.127 209 14 <6 - <2.9 -
AT20GJ052724-100257 81.850 -10.049 62 3 <6 - <9.7 -
AT20GJ052728-124150 81.868 -12.697 1336 42 10 2 1.2 -4
AT20GJ052733-500555 81.890 -50.099 54 3 <7 - <13.4 -
AT20GJ052743-542616 81.930 -54.438 98 5 <6 - <6.1 -
AT20GJ052745-622515 81.940 -62.421 75 4 <7 - <9.7 -
AT20GJ052755-471828 81.983 -47.308 106 4 <6 - <5.9 -
AT20GJ052810-650352 82.044 -65.065 88 5 <7 - <7.9 -
AT20GJ052829-461412 82.122 -46.237 61 3 <6 - <9.9 -
AT20GJ052851-104114 82.213 -10.687 82 4 <6 - <7.3 -
AT20GJ052904-005735 82.267 -0.960 131 7 <14 - <11.0 -
AT20GJ052905-112609 82.273 -11.436 61 4 <12 - <20.2 -
AT20GJ052905-015322 82.273 -1.890 113 6 <11 - <9.5 -
AT20GJ052916-762511 82.320 -76.420 180 9 <12 - <6.5 -
AT20GJ052930-724528 82.375 -72.758 549 36 19 2 3.4 -26
AT20GJ052938-012633 82.410 -1.443 86 5 <13 - <15.7 -
AT20GJ052953-051942 82.473 -5.328 334 17 17 5 5.2 10
AT20GJ052957-251558 82.488 -25.266 317 21 8 2 2.6 53
AT20GJ053007-250330 82.533 -25.058 307 20 <6 - <2.0 -
AT20GJ053009-085132 82.541 -8.859 80 5 <12 - <14.6 -
AT20GJ053013-284639 82.558 -28.777 82 6 <8 - <9.8 -
AT20GJ053024-452428 82.603 -45.408 140 5 <6 - <4.3 -
AT20GJ053047-611526 82.696 -61.257 67 3 <6 - <9.4 -
AT20GJ053058-595127 82.743 -59.858 52 3 <7 - <13.2 -
AT20GJ053101-401511 82.756 -40.253 83 4 <6 - <7.2 -
AT20GJ053115-303214 82.815 -30.537 107 5 <6 - <5.6 -
AT20GJ053130-353332 82.877 -35.559 81 4 <9 - <11.2 -
AT20GJ053156-141726 82.984 -14.291 79 5 <11 - <14.4 -
AT20GJ053158-482736 82.994 -48.460 167 7 <7 - <4.0 -
AT20GJ053200-234505 83.003 -23.751 68 4 <7 - <10.1 -
AT20GJ053202-384854 83.009 -38.815 235 11 <6 - <2.6 -
AT20GJ053207-030708 83.031 -3.119 305 15 <12 - <4.0 -
AT20GJ053208-531035 83.035 -53.176 88 4 <6 - <6.8 -
AT20GJ053231-232113 83.131 -23.354 101 7 <6 - <6.0 -
AT20GJ053257-394108 83.238 -39.686 114 5 <6 - <5.3 -
AT20GJ053306-801524 83.276 -80.257 66 4 <14 - <21.8 -
AT20GJ053310-342710 83.294 -34.453 197 9 <6 - <3.0 -
AT20GJ053324-554936 83.351 -55.827 51 3 <7 - <12.9 -
AT20GJ053331-414917 83.382 -41.822 112 5 <6 - <5.3 -
AT20GJ053340-832439 83.418 -83.411 101 11 <12 - <11.9 -
AT20GJ053344-721624 83.437 -72.274 180 9 <11 - <5.8 -
AT20GJ053354-234430 83.478 -23.742 154 10 <6 - <3.9 -
AT20GJ053417-374725 83.573 -37.790 464 20 10 2 2.1 8
AT20GJ053426-511312 83.610 -51.220 90 5 <7 - <7.3 -
AT20GJ053435-610606 83.649 -61.102 437 20 15 2 3.5 29
AT20GJ053443-612144 83.680 -61.362 55 3 <6 - <11.0 -
AT20GJ053458-543901 83.745 -54.650 61 3 <6 - <9.9 -
AT20GJ053512-023908 83.801 -2.652 67 4 <11 - <17.1 -
AT20GJ053516-052315 83.820 -5.388 1657 29 <23 - <3.8 -
AT20GJ053533-120222 83.889 -12.040 212 10 <14 - <6.5 -
AT20GJ053551-275156 83.965 -27.866 135 9 <7 - <5.6 -
AT20GJ053556-151529 83.986 -15.258 69 5 <8 - <11.3 -
AT20GJ053558-045539 83.995 -4.928 73 4 <12 - <17.0 -
AT20GJ053612-494430 84.052 -49.742 83 3 <6 - <9.7 -
AT20GJ053628-340110 84.118 -34.020 842 40 13 2 1.5 -85
AT20GJ053732-335755 84.384 -33.965 74 3 <6 - <8.5 -
AT20GJ053745-691010 84.440 -69.169 196 5 7 1 7.7 2
AT20GJ053757-461430 84.490 -46.242 70 3 <6 - <8.5 -
AT20GJ053819-522744 84.579 -52.462 54 3 <6 - <11.1 -
AT20GJ053831-131433 84.630 -13.243 63 4 <15 - <23.8 -
AT20GJ053842-361223 84.679 -36.206 92 3 <6 - <6.5 -
AT20GJ053845-690503 84.690 -69.084 566 10 <6 - <3.1 -
AT20GJ053850-440508 84.710 -44.086 5294 248 154 8 2.9 -43
AT20GJ053905-342712 84.771 -34.454 166 8 <8 - <4.7 -
AT20GJ053907-801942 84.782 -80.328 79 4 <11 - <13.3 -
AT20GJ053909-551059 84.788 -55.183 113 6 <6 - <5.3 -
AT20GJ053915-035657 84.814 -3.949 45 3 <13 - <28.8 -
AT20GJ053920-823839 84.835 -82.644 68 4 <12 - <17.2 -
AT20GJ053921-772404 84.838 -77.401 53 6 <14 - <26.5 -
AT20GJ053932-155030 84.883 -15.842 465 31 <6 - <1.3 -
AT20GJ053937-694526 84.906 -69.757 157 6 <6 - <5.5 -
AT20GJ053942-561250 84.927 -56.214 183 9 <7 - <3.8 -
AT20GJ053945-693839 84.940 -69.644 357 8 <6 - <3.8 -
AT20GJ053948-341226 84.951 -34.207 53 3 <9 - <16.5 -
AT20GJ053954-283956 84.976 -28.666 677 44 28 2 4.2 41
AT20GJ053959-051442 85.000 -5.245 44 3 <12 - <27.1 -
AT20GJ054000-412746 85.003 -41.463 118 6 <6 - <5.1 -
AT20GJ054004-694438 85.020 -69.744 108 3 <6 - <8.6 -
AT20GJ054011-691953 85.046 -69.331 70 3 <7 - <16.6 -
AT20GJ054024-694014 85.103 -69.671 70 2 <6 - <13.2 -
AT20GJ054025-530346 85.105 -53.063 193 10 <8 - <4.4 -
AT20GJ054029-401556 85.121 -40.266 123 6 <6 - <4.9 -
AT20GJ054029-535632 85.124 -53.942 53 3 <7 - <12.5 -
AT20GJ054045-541821 85.191 -54.306 1127 56 33 2 2.9 26
AT20GJ054058-041528 85.242 -4.258 105 5 <12 - <11.7 -
AT20GJ054121-021108 85.340 -2.186 826 41 <12 - <1.5 -
AT20GJ054133-030238 85.389 -3.044 51 3 <9 - <18.2 -
AT20GJ054135-015307 85.397 -1.885 679 6 <6 - <3.3 -
AT20GJ054138-054149 85.409 -5.697 2049 101 64 3 3.1 26
AT20GJ054145-015524 85.440 -1.923 1144 12 <7 - <3.0 -
AT20GJ054150-733215 85.461 -73.538 484 23 38 3 7.8 -5
AT20GJ054212-265843 85.553 -26.979 171 11 14 2 7.9 72
AT20GJ054223-514257 85.598 -51.716 128 7 <9 - <7.0 -
AT20GJ054227-485024 85.613 -48.840 101 5 7 2 7.4 -64
AT20GJ054250-120117 85.709 -12.022 131 7 9 3 7.2 19
AT20GJ054255-091329 85.733 -9.225 297 15 9 3 3.2 -44
AT20GJ054307-242059 85.780 -24.350 60 3 <7 - <11.4 -
AT20GJ054317-662655 85.823 -66.449 63 3 <6 - <9.6 -
AT20GJ054407-224110 86.031 -22.686 241 16 <6 - <2.5 -
AT20GJ054409-091740 86.038 -9.294 77 4 <7 - <8.9 -
AT20GJ054417-641914 86.074 -64.321 123 6 <6 - <4.9 -
AT20GJ054508-274005 86.286 -27.668 93 6 <11 - <11.3 -
AT20GJ054514-314633 86.309 -31.776 54 3 <6 - <11.1 -
AT20GJ054515-814438 86.316 -81.744 58 7 <21 - <36.7 -
AT20GJ054523-053937 86.347 -5.660 127 7 <9 - <6.9 -
AT20GJ054537-063651 86.405 -6.614 67 3 <7 - <10.3 -
AT20GJ054540-173659 86.420 -17.617 82 5 <6 - <7.3 -
AT20GJ054553-645334 86.475 -64.893 123 6 <6 - <4.9 -
AT20GJ054609-335820 86.539 -33.972 93 5 <6 - <6.7 -
AT20GJ054617-172552 86.573 -17.431 69 4 7 2 12.3 41
AT20GJ054621-293147 86.588 -29.530 115 8 <8 - <7.0 -
AT20GJ054641-641522 86.674 -64.256 271 13 <6 - <2.2 -
AT20GJ054709-082824 86.790 -8.473 63 3 <7 - <11.4 -
AT20GJ054750-672801 86.958 -67.467 76 4 <6 - <7.9 -
AT20GJ054754-195805 86.977 -19.968 42 3 <6 - <14.2 -
AT20GJ054814-481649 87.059 -48.280 47 3 <6 - <12.8 -
AT20GJ054828-331331 87.119 -33.225 53 3 <7 - <14.3 -
AT20GJ054922-405107 87.345 -40.852 125 6 20 2 16.1 -68
AT20GJ054932-275238 87.385 -27.877 139 9 <7 - <5.0 -
AT20GJ054943-524625 87.433 -52.774 235 11 <6 - <2.7 -
AT20GJ055009-573224 87.540 -57.540 1005 50 64 2 6.4 -8
AT20GJ055042-153417 87.678 -15.572 45 3 <8 - <18.1 -
AT20GJ055046-462651 87.692 -46.448 74 4 <6 - <8.1 -
AT20GJ055049-314428 87.705 -31.741 133 3 16 2 30.2 85
AT20GJ055051-162149 87.713 -16.364 123 8 <6 - <4.9 -
AT20GJ055108-491443 87.786 -49.246 60 3 <6 - <10.0 -
AT20GJ055116-455609 87.818 -45.936 94 4 <7 - <7.6 -
AT20GJ055141-451541 87.921 -45.261 174 8 9 2 5.3 37
AT20GJ055148-565508 87.954 -56.919 51 3 <6 - <11.9 -
AT20GJ055152-552632 87.970 -55.442 81 4 <7 - <9.2 -
AT20GJ055155-190920 87.980 -19.156 104 7 <6 - <5.8 -
AT20GJ055202-170632 88.009 -17.109 95 6 <6 - <6.3 -
AT20GJ055202-482547 88.010 -48.430 62 3 <6 - <9.7 -
AT20GJ055210-452224 88.042 -45.373 237 12 <7 - <2.8 -
AT20GJ055212-060548 88.053 -6.097 126 6 <6 - <4.8 -
AT20GJ055224-640212 88.102 -64.037 89 5 <6 - <6.8 -
AT20GJ055237-453156 88.156 -45.532 95 5 <7 - <7.2 -
AT20GJ055237-032423 88.157 -3.406 67 3 <7 - <10.8 -
AT20GJ055239-005000 88.163 -0.834 73 3 <6 - <8.2 -
AT20GJ055249-132254 88.204 -13.382 102 5 <6 - <5.9 -
AT20GJ055314-461045 88.309 -46.179 195 9 <7 - <3.5 -
AT20GJ055320-073039 88.333 -7.511 93 5 <7 - <7.5 -
AT20GJ055328-481454 88.369 -48.248 108 5 <7 - <6.7 -
AT20GJ055329-014239 88.374 -1.711 108 5 <8 - <7.2 -
AT20GJ055333-203418 88.388 -20.572 78 4 <6 - <8.0 -
AT20GJ055341-084000 88.424 -8.667 144 7 9 3 6.2 -46
AT20GJ055532-100206 88.885 -10.035 139 7 <8 - <5.8 -
AT20GJ055543-443733 88.932 -44.626 98 5 <6 - <6.1 -
AT20GJ055712-372836 89.302 -37.477 82 4 <6 - <7.3 -
AT20GJ055729-221439 89.374 -22.244 169 11 <6 - <3.6 -
AT20GJ055734-495703 89.393 -49.951 104 5 7 2 6.7 -15
AT20GJ055757-303658 89.490 -30.616 124 6 <6 - <4.8 -
AT20GJ055802-285556 89.509 -28.932 199 12 <7 - <3.5 -
AT20GJ055802-131740 89.511 -13.295 682 34 12 3 1.8 20
AT20GJ055806-383830 89.526 -38.642 51 2 <11 - <21.3 -
AT20GJ055811-502948 89.549 -50.497 381 19 <6 - <1.7 -
AT20GJ055821-182150 89.591 -18.364 94 11 <20 - <21.1 -
AT20GJ055830-532631 89.627 -53.442 104 5 <7 - <6.9 -
AT20GJ055844-005507 89.685 -0.919 67 4 <8 - <11.7 -
AT20GJ055846-745906 89.693 -74.985 171 9 <10 - <5.6 -
AT20GJ055911-452940 89.798 -45.495 606 29 <7 - <1.1 -
AT20GJ055946-181746 89.943 -18.296 91 6 <6 - <6.6 -
AT20GJ055947-502652 89.948 -50.448 78 4 <6 - <8.1 -
AT20GJ060017-185841 90.075 -18.978 129 8 <7 - <5.1 -
AT20GJ060028-105609 90.120 -10.936 93 4 <6 - <6.5 -
AT20GJ060031-393701 90.130 -39.617 586 25 17 2 2.8 -87
AT20GJ060111-703609 90.297 -70.603 471 52 15 3 3.3 -64
AT20GJ060142-191459 90.428 -19.250 74 5 <8 - <11.0 -
AT20GJ060152-200445 90.470 -20.079 137 9 <7 - <4.8 -
AT20GJ060209-572403 90.539 -57.401 190 10 <7 - <3.8 -
AT20GJ060212-542507 90.553 -54.419 114 5 <7 - <6.6 -
AT20GJ060220-344050 90.584 -34.681 67 3 <6 - <13.1 -
AT20GJ060231-420250 90.630 -42.047 123 6 <7 - <5.9 -
AT20GJ060248-254603 90.700 -25.768 64 4 <6 - <9.4 -
AT20GJ060251-293832 90.715 -29.642 149 10 <6 - <4.0 -
AT20GJ060305-793451 90.775 -79.581 105 12 12 3 11.4 40
AT20GJ060316-743953 90.819 -74.665 64 7 <7 - <10.3 -
AT20GJ060338-064545 90.908 -6.763 72 4 <7 - <9.2 -
AT20GJ060357-171628 90.991 -17.274 110 7 <6 - <5.4 -
AT20GJ060413-444941 91.056 -44.828 111 6 <8 - <7.3 -
AT20GJ060414-315556 91.060 -31.932 356 18 6 2 1.7 0
AT20GJ060420-183258 91.084 -18.550 83 5 <6 - <7.6 -
AT20GJ060425-422530 91.105 -42.425 569 28 41 2 7.2 -23
AT20GJ060433-484947 91.138 -48.830 104 5 <9 - <9.0 -
AT20GJ060443-005450 91.181 -0.914 153 7 8 3 5.1 -2
AT20GJ060506-352218 91.277 -35.372 168 8 <6 - <3.6 -
AT20GJ060511-814448 91.299 -81.747 74 8 <7 - <9.3 -
AT20GJ060526-075931 91.359 -7.992 95 5 <7 - <7.0 -
AT20GJ060531-711229 91.380 -71.208 40 5 <6 - <15.0 -
AT20GJ060554-351808 91.475 -35.302 117 5 7 2 6.3 16
AT20GJ060555-392905 91.483 -39.485 79 4 <6 - <7.6 -
AT20GJ060633-202201 91.641 -20.367 212 10 7 2 4.9 20
AT20GJ060635-472954 91.649 -47.498 184 9 8 2 4.3 -74
AT20GJ060643-072429 91.681 -7.408 267 13 <7 - <2.5 -
AT20GJ060700-521948 91.750 -52.330 41 2 <6 - <15.3 -
AT20GJ060716-244741 91.818 -24.795 132 9 <6 - <4.5 -
AT20GJ060733-390442 91.889 -39.079 44 3 <7 - <17.0 -
AT20GJ060746-062307 91.942 -6.385 4157 83 <17 - <1.0 -
AT20GJ060749-525744 91.955 -52.962 85 4 <8 - <9.5 -
AT20GJ060755-603152 91.980 -60.531 240 11 <6 - <2.5 -
AT20GJ060758-142435 91.993 -14.410 76 4 <6 - <8.2 -
AT20GJ060759-083449 91.999 -8.580 1170 58 15 3 1.3 44
AT20GJ060801-152036 92.006 -15.344 132 9 <8 - <6.1 -
AT20GJ060804-072733 92.018 -7.459 83 4 <6 - <7.2 -
AT20GJ060811-384726 92.048 -38.791 136 7 <8 - <5.7 -
AT20GJ060840-304133 92.169 -30.693 99 4 <8 - <7.9 -
AT20GJ060840-143025 92.170 -14.507 65 3 <6 - <9.3 -
AT20GJ060845-271711 92.189 -27.286 111 7 <6 - <5.4 -
AT20GJ060849-545642 92.205 -54.945 386 19 10 2 2.6 51
AT20GJ060859-222021 92.249 -22.339 1003 66 <10 - <1.0 -
AT20GJ060941-154241 92.421 -15.712 3979 261 180 5 4.5 21
AT20GJ061011-724814 92.549 -72.804 98 11 <6 - <6.4 -
AT20GJ061013-743152 92.555 -74.531 70 8 8 2 10.9 85
AT20GJ061017-184741 92.575 -18.795 156 10 9 2 5.4 -2
AT20GJ061030-605838 92.626 -60.977 218 24 <6 - <2.8 -
AT20GJ061033-824556 92.640 -82.766 107 12 <9 - <8.4 -
AT20GJ061038-230145 92.662 -23.029 62 4 <6 - <9.7 -
AT20GJ061050-061149 92.711 -6.197 114 6 <7 - <6.6 -
AT20GJ061050-095933 92.711 -9.993 105 6 <7 - <7.1 -
AT20GJ061055-223642 92.733 -22.612 67 5 <7 - <10.7 -
AT20GJ061128-033709 92.869 -3.619 58 3 <7 - <11.9 -
AT20GJ061135-115545 92.896 -11.929 140 7 <7 - <4.7 -
AT20GJ061137-761812 92.908 -76.303 86 10 <6 - <7.0 -
AT20GJ061151-282800 92.964 -28.467 153 10 <6 - <3.9 -
AT20GJ061228-433748 93.119 -43.630 152 6 <7 - <4.7 -
AT20GJ061229-313857 93.123 -31.649 258 12 <6 - <2.3 -
AT20GJ061237-055244 93.156 -5.879 52 3 <6 - <12.2 -
AT20GJ061306-352112 93.276 -35.353 109 5 <7 - <6.3 -
AT20GJ061313-551904 93.306 -55.318 42 2 <6 - <14.3 -
AT20GJ061324-421824 93.350 -42.307 95 4 <6 - <6.3 -
AT20GJ061329-251929 93.373 -25.325 58 4 <7 - <13.0 -
AT20GJ061333-253038 93.390 -25.511 49 3 <6 - <12.2 -
AT20GJ061335-000834 93.399 -0.143 169 8 <6 - <3.5 -
AT20GJ061417-253654 93.572 -25.615 228 15 7 1 3.2 62
AT20GJ061417-295720 93.574 -29.956 80 5 <7 - <8.6 -
AT20GJ061505-823715 93.773 -82.621 79 9 <7 - <9.1 -
AT20GJ061512-335553 93.803 -33.931 138 6 <6 - <4.3 -
AT20GJ061540-011905 93.917 -1.318 70 4 <6 - <9.0 -
AT20GJ061607-030649 94.033 -3.114 91 5 <6 - <6.6 -
AT20GJ061635-345617 94.150 -34.938 445 19 20 2 4.6 27
AT20GJ061638-142040 94.160 -14.345 62 3 <6 - <10.2 -
AT20GJ061641-104108 94.174 -10.686 136 7 <6 - <4.6 -
AT20GJ061656-691545 94.234 -69.263 89 4 <6 - <6.7 -
AT20GJ061702-220028 94.258 -22.008 185 12 <6 - <3.2 -
AT20GJ061714-200630 94.311 -20.108 46 3 <7 - <16.3 -
AT20GJ061717-621806 94.324 -62.302 60 2 <6 - <10.0 -
AT20GJ061729-113429 94.371 -11.575 122 6 <6 - <4.9 -
AT20GJ061732-363415 94.385 -36.571 174 8 <6 - <3.5 -
AT20GJ061733-171525 94.389 -17.257 177 10 <6 - <3.8 -
AT20GJ061740-303129 94.418 -30.525 90 5 <6 - <6.7 -
AT20GJ061749-032212 94.458 -3.370 55 3 <7 - <12.0 -
AT20GJ061809-141846 94.539 -14.313 142 7 <6 - <4.2 -
AT20GJ061809-110623 94.542 -11.107 135 6 <6 - <4.7 -
AT20GJ061820-095425 94.586 -9.907 204 10 <6 - <2.9 -
AT20GJ061820-593419 94.587 -59.572 133 7 <8 - <6.3 -
AT20GJ061822-242638 94.594 -24.444 126 8 <6 - <4.8 -
AT20GJ061826-533933 94.611 -53.659 72 4 <9 - <13.0 -
AT20GJ061827-040048 94.616 -4.013 84 4 <6 - <7.2 -
AT20GJ061830-784302 94.626 -78.717 413 46 <9 - <2.1 -
AT20GJ061831-133037 94.633 -13.510 84 4 <6 - <7.5 -
AT20GJ061852-552231 94.719 -55.375 61 3 <6 - <9.9 -
AT20GJ061904-114054 94.767 -11.682 544 27 14 2 2.6 -47
AT20GJ061932-172518 94.883 -17.422 64 4 <6 - <9.8 -
AT20GJ061937-205412 94.905 -20.903 212 14 8 1 3.8 -13
AT20GJ061955-542713 94.982 -54.454 99 5 <8 - <7.9 -
AT20GJ061957-511329 94.990 -51.225 47 3 <7 - <15.5 -
AT20GJ062005-610732 95.022 -61.126 215 10 22 1 10.3 51
AT20GJ062027-103622 95.115 -10.606 52 3 <6 - <12.1 -
AT20GJ062029-282736 95.122 -28.460 503 33 26 1 5.2 24
AT20GJ062032-251517 95.134 -25.255 839 55 43 2 5.1 -13
AT20GJ062101-450439 95.255 -45.078 145 7 <6 - <4.1 -
AT20GJ062110-060954 95.293 -6.165 97 5 <6 - <6.2 -
AT20GJ062119-464958 95.331 -46.833 119 5 6 2 5.5 -80
AT20GJ062142-125913 95.428 -12.987 148 7 <6 - <4.0 -
AT20GJ062143-524132 95.431 -52.692 266 9 <7 - <3.8 -
AT20GJ062144-140253 95.437 -14.048 383 19 <6 - <1.6 -
AT20GJ062153-593509 95.471 -59.586 237 12 <7 - <2.9 -
AT20GJ062237-273817 95.655 -27.638 60 4 <9 - <15.1 -
AT20GJ062238-084618 95.658 -8.772 165 8 <6 - <3.6 -
AT20GJ062242-023235 95.676 -2.543 76 4 <6 - <8.3 -
AT20GJ062257-010927 95.741 -1.158 76 4 <6 - <7.9 -
AT20GJ062258-065652 95.742 -6.948 150 7 <6 - <4.0 -
AT20GJ062307-643620 95.782 -64.606 717 35 <7 - <1.0 -
AT20GJ062329-283431 95.875 -28.575 103 7 <6 - <5.8 -
AT20GJ062331-441302 95.882 -44.217 172 8 <6 - <3.5 -
AT20GJ062339-335014 95.917 -33.837 59 7 <7 - <11.7 -
